trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.1, 'e': 0.852001408655464}",20,15,8.010235572977841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.8514774432500848}",20,0,-107.34752417297814,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
554,False,"{'a': 0.1, 'e': 0.8509526263673333}",25,1,-169.77466321419533,"{0: 12, 1: 6, 2: 3, 3: 0, 4: 3}",1
555,False,"{'a': 0.1, 'e': 0.8504269585320262}",30,4,-91.37754985608971,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 1}",1
556,False,"{'a': 0.1, 'e': 0.8499004402698315}",25,11,-100.44198515070268,"{0: 6, 1: 4, 2: 1, 3: 2, 4: 1}",1
557,False,"{'a': 0.1, 'e': 0.8493730721072673}",25,0,-107.45684819625791,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
558,False,"{'a': 0.1, 'e': 0.8488448545717019}",25,0,-74.87002134462288,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
559,False,"{'a': 0.1, 'e': 0.8483157881913526}",25,0,-56.92241101909397,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
560,False,"{'a': 0.1, 'e': 0.8477858734952858}",25,0,-163.45109263706377,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
561,False,"{'a': 0.1, 'e': 0.8472551110134161}",25,7,-167.07714769965892,"{0: 6, 1: 6, 2: 3, 3: 0, 4: 3}",1
562,False,"{'a': 0.1, 'e': 0.846723501276506}",20,0,-43.42985212705687,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
563,False,"{'a': 0.1, 'e': 0.8461910448161652}",25,3,-137.05458359669453,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
564,False,"{'a': 0.1, 'e': 0.8456577421648502}",20,6,-30.99273187420027,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
565,False,"{'a': 0.1, 'e': 0.8451235938558634}",30,0,-330.0536326801175,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 6}",0
566,False,"{'a': 0.1, 'e': 0.8445886004233532}",20,0,-106.80924516425353,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
567,False,"{'a': 0.1, 'e': 0.844052762402313}",20,0,-144.18570368255803,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
568,False,"{'a': 0.1, 'e': 0.8435160803285807}",30,17,-58.36165027312856,"{0: 8, 1: 0, 2: 3, 3: 2, 4: 0}",1
569,False,"{'a': 0.1, 'e': 0.8429785547388383}",20,0,-148.16436712495258,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
570,False,"{'a': 0.1, 'e': 0.8424401861706114}",25,10,-82.75563514464356,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
571,False,"{'a': 0.1, 'e': 0.8419009751622687}",25,0,-189.1367959930791,"{0: 14, 1: 1, 2: 4, 3: 4, 4: 2}",0
572,False,"{'a': 0.1, 'e': 0.841360922253021}",25,0,-78.4585993661653,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
573,False,"{'a': 0.1, 'e': 0.840820027982921}",30,0,-91.40562890927458,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
574,False,"{'a': 0.1, 'e': 0.8402782928928632}",20,11,-82.43052082645161,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 1}",1
575,False,"{'a': 0.1, 'e': 0.8397357175245824}",20,0,-179.2531619015944,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
576,False,"{'a': 0.1, 'e': 0.8391923024206541}",20,0,-27.424004736522104,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
577,False,"{'a': 0.1, 'e': 0.8386480481244933}",20,0,-112.57119781550657,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
578,False,"{'a': 0.1, 'e': 0.8381029551803544}",20,0,-65.87354842434573,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
579,False,"{'a': 0.1, 'e': 0.8375570241333301}",20,0,-87.5894826773054,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
580,False,"{'a': 0.1, 'e': 0.8370102555293514}",25,0,-172.58469428164534,"{0: 17, 1: 1, 2: 1, 3: 3, 4: 3}",0
581,False,"{'a': 0.1, 'e': 0.8364626499151869}",20,0,-79.25090726249611,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
582,False,"{'a': 0.1, 'e': 0.8359142078384423}",20,0,-48.46302187354541,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
583,False,"{'a': 0.1, 'e': 0.8353649298475595}",20,0,-73.00447046172256,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
584,False,"{'a': 0.1, 'e': 0.8348148164918164}",20,0,-102.19001908092847,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
585,False,"{'a': 0.1, 'e': 0.8342638683213264}",25,0,-79.76603523933608,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
586,False,"{'a': 0.1, 'e': 0.8337120858870376}",25,7,-99.5840409557735,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
587,False,"{'a': 0.1, 'e': 0.8331594697407324}",25,10,-143.55572391199559,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 3}",1
588,False,"{'a': 0.1, 'e': 0.8326060204350269}",20,0,-81.26790297065855,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
589,False,"{'a': 0.1, 'e': 0.8320517385233703}",20,0,-41.489365291111575,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
590,False,"{'a': 0.1, 'e': 0.8314966245600446}",25,0,-33.71276951783713,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
591,False,"{'a': 0.1, 'e': 0.8309406791001636}",25,12,-31.302725272982777,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
592,False,"{'a': 0.1, 'e': 0.8303839026996727}",25,0,-137.33582774643662,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
593,False,"{'a': 0.1, 'e': 0.8298262959153483}",20,0,-138.6042508601992,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
594,False,"{'a': 0.1, 'e': 0.8292678593047971}",25,2,-206.35489605391834,"{0: 8, 1: 4, 2: 6, 3: 3, 4: 2}",1
595,False,"{'a': 0.1, 'e': 0.8287085934264558}",25,0,-71.12808762533776,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
596,False,"{'a': 0.1, 'e': 0.8281484988395901}",25,0,-68.6099535578626,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
597,False,"{'a': 0.1, 'e': 0.8275875761042946}",20,0,-65.96805563102502,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
598,False,"{'a': 0.1, 'e': 0.8270258257814919}",20,0,-155.47565462129586,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
599,False,"{'a': 0.1, 'e': 0.8264632484329323}",20,0,-127.54257377603463,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",1
600,False,"{'a': 0.1, 'e': 0.8258998446211931}",20,0,-128.7771381783317,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
601,False,"{'a': 0.1, 'e': 0.8253356149096783}",30,20,16.87537836399647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.8247705598626173}",30,20,-58.99640634224975,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
603,False,"{'a': 0.1, 'e': 0.8242046800450651}",30,0,-206.12512206092092,"{0: 15, 1: 4, 2: 6, 3: 3, 4: 2}",0
604,False,"{'a': 0.1, 'e': 0.8236379760229016}",20,6,-103.1335703561585,"{0: 5, 1: 2, 2: 6, 3: 0, 4: 1}",1
605,False,"{'a': 0.1, 'e': 0.8230704483628307}",25,0,-145.1928752602586,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",0
606,False,"{'a': 0.1, 'e': 0.82250209763238}",20,0,-92.42812892443268,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
607,False,"{'a': 0.1, 'e': 0.8219329243999002}",25,0,-97.30626098540583,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
608,False,"{'a': 0.1, 'e': 0.8213629292345646}",20,0,-179.1238925268393,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
609,False,"{'a': 0.1, 'e': 0.8207921127063681}",25,0,-111.58233902250791,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
610,False,"{'a': 0.1, 'e': 0.8202204753861273}",20,3,-90.14760582696904,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
611,False,"{'a': 0.1, 'e': 0.8196480178454795}",20,3,-16.55030093748611,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
612,False,"{'a': 0.1, 'e': 0.8190747406568822}",20,6,-28.13953154712417,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
613,False,"{'a': 0.1, 'e': 0.8185006443936125}",25,1,-189.5413877491681,"{0: 11, 1: 3, 2: 5, 3: 3, 4: 2}",1
614,False,"{'a': 0.1, 'e': 0.8179257296297665}",20,6,-80.77102184969402,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
615,False,"{'a': 0.1, 'e': 0.8173499969402591}",20,0,-69.34450264861303,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
616,False,"{'a': 0.1, 'e': 0.8167734469008229}",20,5,-75.34712665184405,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
617,False,"{'a': 0.1, 'e': 0.8161960800880078}",20,0,-76.96393665663715,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
618,False,"{'a': 0.1, 'e': 0.8156178970791806}",25,13,-66.46484546541537,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
619,False,"{'a': 0.1, 'e': 0.8150388984525244}",30,0,-227.92915617843565,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
620,False,"{'a': 0.1, 'e': 0.8144590847870377}",20,0,-58.625766645342566,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
621,False,"{'a': 0.1, 'e': 0.8138784566625339}",20,0,-172.00884808848843,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
622,False,"{'a': 0.1, 'e': 0.8132970146596414}",25,16,-40.29272899937394,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.1, 'e': 0.812714759359802}",20,13,-40.83749736124772,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
624,False,"{'a': 0.1, 'e': 0.812131691345271}",20,10,-48.985487561811325,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
625,False,"{'a': 0.1, 'e': 0.8115478111991162}",20,0,-137.98845403254566,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
626,False,"{'a': 0.1, 'e': 0.8109631195052179}",25,0,-64.59993138093444,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",1
627,False,"{'a': 0.1, 'e': 0.8103776168482677}",25,10,-13.049069364320154,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.1, 'e': 0.8097913038137682}",20,0,-121.44614546024653,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
629,False,"{'a': 0.1, 'e': 0.8092041809880323}",20,9,-28.42438105427596,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
630,False,"{'a': 0.1, 'e': 0.8086162489581828}",25,0,-138.69060929980162,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
631,False,"{'a': 0.1, 'e': 0.8080275083121519}",20,0,-173.98273624965262,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
632,False,"{'a': 0.1, 'e': 0.8074379596386799}",20,0,-64.18298672861965,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
633,False,"{'a': 0.1, 'e': 0.8068476035273155}",30,3,-179.19246521774085,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 4}",1
634,False,"{'a': 0.1, 'e': 0.806256440568415}",25,12,-22.32729741420839,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
635,False,"{'a': 0.1, 'e': 0.805664471353141}",20,0,-105.06352807704035,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
636,False,"{'a': 0.1, 'e': 0.8050716964734628}",25,0,-134.688285546379,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
637,False,"{'a': 0.1, 'e': 0.8044781165221552}",20,0,-200.05761430128405,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 4}",1
638,False,"{'a': 0.1, 'e': 0.8038837320927981}",30,9,-113.00291885520355,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 1}",1
639,False,"{'a': 0.1, 'e': 0.8032885437797759}",30,0,-276.30071557726455,"{0: 15, 1: 2, 2: 6, 3: 3, 4: 4}",0
640,False,"{'a': 0.1, 'e': 0.802692552178277}",20,0,-132.96817806768783,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
641,False,"{'a': 0.1, 'e': 0.8020957578842927}",30,7,-137.5167265766922,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 3}",1
642,False,"{'a': 0.1, 'e': 0.8014981614946173}",20,2,-45.93827178361328,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.8008997636068472}",25,12,9.034009478045034,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.8003005648193803}",20,0,-49.25876266099971,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
645,False,"{'a': 0.1, 'e': 0.7997005657314152}",20,0,-87.76816765418467,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
646,False,"{'a': 0.1, 'e': 0.7990997669429512}",20,0,-65.30588201965931,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
647,False,"{'a': 0.1, 'e': 0.7984981690547867}",20,0,-58.569167918017534,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
648,False,"{'a': 0.1, 'e': 0.7978957726685196}",20,0,-48.48757022243417,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
649,False,"{'a': 0.1, 'e': 0.7972925783865464}",20,8,-48.24036994895297,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
650,False,"{'a': 0.1, 'e': 0.7966885868120613}",20,4,-39.536069210501765,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
651,False,"{'a': 0.1, 'e': 0.7960837985490558}",20,0,-160.81391160066016,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
652,False,"{'a': 0.1, 'e': 0.795478214202318}",20,0,-25.376032620067093,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
653,False,"{'a': 0.1, 'e': 0.7948718343774324}",20,13,-52.06463147358151,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
654,False,"{'a': 0.1, 'e': 0.7942646596807786}",20,0,-73.61061317769979,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
655,False,"{'a': 0.1, 'e': 0.7936566907195313}",30,0,-243.44056421078875,"{0: 12, 1: 6, 2: 8, 3: 1, 4: 3}",0
656,False,"{'a': 0.1, 'e': 0.7930479281016595}",25,0,-123.86409045667523,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
657,False,"{'a': 0.1, 'e': 0.7924383724359255}",25,0,-18.68551356208345,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
658,False,"{'a': 0.1, 'e': 0.7918280243318853}",20,6,-35.304052551286645,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
659,False,"{'a': 0.1, 'e': 0.7912168843998867}",25,0,-78.10087469964003,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
660,False,"{'a': 0.1, 'e': 0.7906049532510695}",25,0,-84.04062852125386,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
661,False,"{'a': 0.1, 'e': 0.7899922314973651}",20,0,-107.21080232980925,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
662,False,"{'a': 0.1, 'e': 0.789378719751495}",20,11,-10.492749406355525,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.1, 'e': 0.7887644186269709}",25,0,-173.05478884805248,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
664,False,"{'a': 0.1, 'e': 0.7881493287380938}",20,0,-64.62780239118524,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
665,False,"{'a': 0.1, 'e': 0.7875334506999537}",20,0,-92.3211831889612,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
666,False,"{'a': 0.1, 'e': 0.7869167851284287}",25,0,-91.47766664012919,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
667,False,"{'a': 0.1, 'e': 0.786299332640184}",25,0,-77.03693946276128,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
668,False,"{'a': 0.1, 'e': 0.7856810938526722}",20,0,-104.98038548436429,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
669,False,"{'a': 0.1, 'e': 0.785062069384132}",20,6,-16.262978651473667,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.1, 'e': 0.7844422598535878}",20,0,-183.06538893008172,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
671,False,"{'a': 0.1, 'e': 0.7838216658808492}",20,0,-96.95212928550374,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
672,False,"{'a': 0.1, 'e': 0.7832002880865101}",20,0,-178.20770972816655,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
673,False,"{'a': 0.1, 'e': 0.7825781270919481}",20,0,-111.75267687215725,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",1
674,False,"{'a': 0.1, 'e': 0.7819551835193241}",25,0,-112.03776861086946,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
675,False,"{'a': 0.1, 'e': 0.781331457991582}",25,0,-305.00428473255397,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 6}",0
676,False,"{'a': 0.1, 'e': 0.7807069511324468}",20,14,-13.3690181839028,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.7800816635664256}",20,0,-77.25065866665612,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
678,False,"{'a': 0.1, 'e': 0.7794555959188059}",20,0,-99.07541908437805,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
679,False,"{'a': 0.1, 'e': 0.7788287488156552}",20,0,-51.8086610377214,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
680,False,"{'a': 0.1, 'e': 0.7782011228838206}",25,0,-100.95098489098294,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
681,False,"{'a': 0.1, 'e': 0.7775727187509279}",25,13,-34.236218907091356,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.1, 'e': 0.7769435370453813}",20,0,-112.7637995260361,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
683,False,"{'a': 0.1, 'e': 0.7763135783963624}",20,16,6.053625075618355,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.1, 'e': 0.7756828434338298}",20,0,-71.03358949927812,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
685,False,"{'a': 0.1, 'e': 0.7750513327885183}",20,0,-82.08137562043052,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
686,False,"{'a': 0.1, 'e': 0.7744190470919388}",25,3,-75.19919465672862,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",1
687,False,"{'a': 0.1, 'e': 0.7737859869763766}",20,0,-144.10046689165787,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
688,False,"{'a': 0.1, 'e': 0.7731521530748919}",25,0,-149.33972215058614,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
689,False,"{'a': 0.1, 'e': 0.7725175460213186}",25,0,-83.98505339718523,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
690,False,"{'a': 0.1, 'e': 0.7718821664502636}",20,0,-29.192896865557515,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
691,False,"{'a': 0.1, 'e': 0.7712460149971065}",20,0,-17.80014374310603,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.1, 'e': 0.7706090922979988}",20,1,-55.04137601331294,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 0}",1
693,False,"{'a': 0.1, 'e': 0.7699713989898629}",20,0,-121.49511881697175,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
694,False,"{'a': 0.1, 'e': 0.7693329357103922}",20,0,-118.73053395192532,"{0: 12, 1: 4, 2: 0, 3: 2, 4: 2}",0
695,False,"{'a': 0.1, 'e': 0.7686937030980499}",20,0,-57.59742598235191,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
696,False,"{'a': 0.1, 'e': 0.7680537017920684}",20,6,-28.293814011483118,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.7674129324324493}",25,8,-54.17920023229676,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
698,False,"{'a': 0.1, 'e': 0.7667713956599618}",25,9,-45.21141150539294,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
699,False,"{'a': 0.1, 'e': 0.7661290921161423}",25,8,-166.77939132511085,"{0: 9, 1: 0, 2: 2, 3: 4, 4: 2}",1
700,False,"{'a': 0.1, 'e': 0.7654860224432947}",20,5,-78.56416004666818,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
701,False,"{'a': 0.1, 'e': 0.7648421872844884}",20,0,-72.09466630977121,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
702,False,"{'a': 0.1, 'e': 0.7641975872835586}",20,11,-14.700176872597071,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.1, 'e': 0.7635522230851051}",25,0,-221.0595509850248,"{0: 10, 1: 5, 2: 5, 3: 2, 4: 3}",0
704,False,"{'a': 0.1, 'e': 0.7629060953344922}",25,5,-104.57491410051406,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 2}",1
705,False,"{'a': 0.1, 'e': 0.7622592046778476}",20,0,-108.49929045749465,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
706,False,"{'a': 0.1, 'e': 0.7616115517620617}",20,1,-57.66148924687399,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 0}",1
707,False,"{'a': 0.1, 'e': 0.7609631372347876}",20,6,-103.59034980282242,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
708,False,"{'a': 0.1, 'e': 0.7603139617444397}",25,1,-97.7884392340807,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 1}",1
709,False,"{'a': 0.1, 'e': 0.7596640259401933}",25,13,-32.801842799119896,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
710,False,"{'a': 0.1, 'e': 0.7590133304719844}",25,0,-82.96441985815508,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
711,False,"{'a': 0.1, 'e': 0.7583618759905082}",25,2,-44.85644391148104,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
712,False,"{'a': 0.1, 'e': 0.7577096631472192}",20,0,-147.43060854307777,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
713,False,"{'a': 0.1, 'e': 0.7570566925943303}",25,0,-111.68104727410402,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
714,False,"{'a': 0.1, 'e': 0.7564029649848117}",25,17,-8.127305024641306,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
715,False,"{'a': 0.1, 'e': 0.7557484809723913}",20,4,-63.56830181073206,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
716,False,"{'a': 0.1, 'e': 0.7550932412115529}",30,0,-46.871217171426125,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
717,False,"{'a': 0.1, 'e': 0.7544372463575362}",20,15,1.5817222051525337,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.1, 'e': 0.753780497066336}",20,0,-130.05903260979352,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",1
719,False,"{'a': 0.1, 'e': 0.7531229939947015}",20,0,-81.96072426058272,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
720,False,"{'a': 0.1, 'e': 0.7524647378001358}",20,0,-140.50112579187777,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
721,False,"{'a': 0.1, 'e': 0.7518057291408949}",20,0,-55.962592074210654,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",1
722,False,"{'a': 0.1, 'e': 0.7511459686759877}",25,0,-66.43695152278957,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
723,False,"{'a': 0.1, 'e': 0.7504854570651743}",20,0,-48.9243213313835,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
724,False,"{'a': 0.1, 'e': 0.7498241949689665}",20,0,-126.45019512883498,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
725,False,"{'a': 0.1, 'e': 0.7491621830486261}",20,0,-97.75709101263573,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
726,False,"{'a': 0.1, 'e': 0.7484994219661651}",20,0,-46.835257163809494,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
727,False,"{'a': 0.1, 'e': 0.7478359123843445}",20,8,-28.132093671014914,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
728,False,"{'a': 0.1, 'e': 0.7471716549666739}",25,0,-81.89774940984628,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
729,False,"{'a': 0.1, 'e': 0.7465066503774105}",20,0,-43.602550592107995,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
730,False,"{'a': 0.1, 'e': 0.745840899281559}",30,0,-70.46491284844092,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
731,False,"{'a': 0.1, 'e': 0.7451744023448704}",20,0,-112.20468992798621,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
732,False,"{'a': 0.1, 'e': 0.7445071602338416}",20,0,-114.7386833658934,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
733,False,"{'a': 0.1, 'e': 0.7438391736157144}",20,0,-79.6154927689066,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
734,False,"{'a': 0.1, 'e': 0.7431704431584757}",25,0,-122.73207995777196,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
735,False,"{'a': 0.1, 'e': 0.7425009695308558}",20,0,-75.06091568223088,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
