trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.1, 'e': 0.7418307534023282}",20,0,-84.92102015344094,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
737,False,"{'a': 0.1, 'e': 0.7411597954431091}",25,14,-7.761242710462048,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.1, 'e': 0.7404880963241561}",20,0,-217.1480284672138,"{0: 9, 1: 4, 2: 1, 3: 2, 4: 4}",0
739,False,"{'a': 0.1, 'e': 0.7398156567171686}",25,0,-50.853979818706364,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
740,False,"{'a': 0.1, 'e': 0.7391424772945862}",20,0,-46.72336100767277,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
741,False,"{'a': 0.1, 'e': 0.7384685587295879}",25,0,-104.08623258547001,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
742,False,"{'a': 0.1, 'e': 0.7377939016960925}",20,14,11.67481310867329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.7371185068687569}",20,0,-24.680452658011088,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
744,False,"{'a': 0.1, 'e': 0.7364423749229757}",20,6,-52.341660901767106,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
745,False,"{'a': 0.1, 'e': 0.7357655065348812}",30,4,-132.71716699436575,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 2}",1
746,False,"{'a': 0.1, 'e': 0.7350879023813413}",25,0,-199.49497999448374,"{0: 12, 1: 4, 2: 3, 3: 4, 4: 2}",0
747,False,"{'a': 0.1, 'e': 0.7344095631399603}",20,0,-112.11961631883784,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
748,False,"{'a': 0.1, 'e': 0.7337304894890774}",20,0,-93.24412025989167,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
749,False,"{'a': 0.1, 'e': 0.7330506821077661}",20,0,-66.72013858958587,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
750,False,"{'a': 0.1, 'e': 0.7323701416758338}",20,14,-6.238961711178646,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.1, 'e': 0.7316888688738209}",25,18,12.671923400750915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.1, 'e': 0.7310068643830001}",25,9,-64.16464926257706,"{0: 11, 1: 0, 2: 2, 3: 3, 4: 0}",1
753,False,"{'a': 0.1, 'e': 0.7303241288853758}",20,0,-91.98603665200835,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
754,False,"{'a': 0.1, 'e': 0.7296406630636835}",20,4,-100.0125912952416,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
755,False,"{'a': 0.1, 'e': 0.7289564676013889}",20,0,-176.44921849377292,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 4}",0
756,False,"{'a': 0.1, 'e': 0.7282715431826874}",20,0,-170.2696906478124,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
757,False,"{'a': 0.1, 'e': 0.7275858904925034}",25,0,-58.8543801238093,"{0: 18, 1: 3, 2: 1, 3: 3, 4: 0}",0
758,False,"{'a': 0.1, 'e': 0.7268995102164897}",20,10,-16.449125305444788,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.1, 'e': 0.7262124030410263}",20,0,-87.07895707880009,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
760,False,"{'a': 0.1, 'e': 0.7255245696532203}",25,0,-149.5482070201504,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
761,False,"{'a': 0.1, 'e': 0.7248360107409052}",20,0,-21.79662659347231,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
762,False,"{'a': 0.1, 'e': 0.7241467269926397}",25,13,-2.3970436264341695,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
763,False,"{'a': 0.1, 'e': 0.7234567190977075}",30,18,-13.053413351532626,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.1, 'e': 0.7227659877461166}",25,0,-130.74711058040452,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
765,False,"{'a': 0.1, 'e': 0.7220745336285982}",25,0,-54.856963022180985,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
766,False,"{'a': 0.1, 'e': 0.7213823574366063}",25,5,-138.5878145856765,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",1
767,False,"{'a': 0.1, 'e': 0.720689459862317}",20,0,-65.5592985276383,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
768,False,"{'a': 0.1, 'e': 0.719995841598628}",30,0,-222.40753513288638,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
769,False,"{'a': 0.1, 'e': 0.7193015033391573}",20,11,-51.070965907346164,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
770,False,"{'a': 0.1, 'e': 0.7186064457782433}",20,7,-56.32846959923781,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
771,False,"{'a': 0.1, 'e': 0.7179106696109434}",25,0,-137.72238264298994,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
772,False,"{'a': 0.1, 'e': 0.7172141755330337}",20,6,-28.869704158325103,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
773,False,"{'a': 0.1, 'e': 0.7165169642410081}",25,0,-120.17062440921583,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
774,False,"{'a': 0.1, 'e': 0.7158190364320781}",25,14,-86.81525370497172,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 1}",1
775,False,"{'a': 0.1, 'e': 0.7151203928041714}",20,0,-137.64700218970245,"{0: 13, 1: 1, 2: 1, 3: 3, 4: 2}",0
776,False,"{'a': 0.1, 'e': 0.7144210340559313}",20,0,-125.36286799632292,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
777,False,"{'a': 0.1, 'e': 0.7137209608867168}",25,15,-15.146911014866479,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
778,False,"{'a': 0.1, 'e': 0.7130201739966009}",25,0,-148.39892916550684,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
779,False,"{'a': 0.1, 'e': 0.7123186740863704}",30,2,-88.51276601291781,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 1}",1
780,False,"{'a': 0.1, 'e': 0.7116164618575251}",25,12,1.345208569620386,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.1, 'e': 0.7109135380122773}",25,11,-121.15095724083345,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 3}",1
782,False,"{'a': 0.1, 'e': 0.7102099032535507}",20,0,-135.57178767418685,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
783,False,"{'a': 0.1, 'e': 0.7095055582849801}",25,13,-45.73694094581012,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
784,False,"{'a': 0.1, 'e': 0.7088005038109104}",25,0,-128.89276232832879,"{0: 12, 1: 7, 2: 1, 3: 5, 4: 0}",0
785,False,"{'a': 0.1, 'e': 0.7080947405363958}",30,0,-122.78168096033161,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
786,False,"{'a': 0.1, 'e': 0.7073882691671998}",20,0,-40.52971956104298,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
787,False,"{'a': 0.1, 'e': 0.7066810904097934}",25,9,-87.85106203127954,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
788,False,"{'a': 0.1, 'e': 0.7059732049713556}",25,15,-7.902599617590183,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.1, 'e': 0.7052646135597717}",20,0,-135.5760423449408,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
790,False,"{'a': 0.1, 'e': 0.7045553168836329}",30,0,-69.28376578659903,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
791,False,"{'a': 0.1, 'e': 0.7038453156522361}",20,0,-37.61537917674896,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
792,False,"{'a': 0.1, 'e': 0.7031346105755821}",20,4,-20.042375703278633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'a': 0.1, 'e': 0.7024232023643763}",25,0,-111.19842915498317,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
794,False,"{'a': 0.1, 'e': 0.7017110917300265}",20,0,-120.49280215038678,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
795,False,"{'a': 0.1, 'e': 0.7009982793846437}",25,13,-130.29089460409136,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 3}",1
796,False,"{'a': 0.1, 'e': 0.7002847660410396}",20,0,-66.59113522902838,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
797,False,"{'a': 0.1, 'e': 0.699570552412728}",20,8,-35.661539841235765,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
798,False,"{'a': 0.1, 'e': 0.6988556392139224}",20,3,-8.022629463545009,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.6981400271595356}",25,13,-145.27658867930236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 4}",1
800,False,"{'a': 0.1, 'e': 0.6974237169651799}",20,9,-7.993258725741875,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.6967067093471654}",20,0,-30.419458134189853,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
802,False,"{'a': 0.1, 'e': 0.6959890050224995}",30,0,-126.34425196881882,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
803,False,"{'a': 0.1, 'e': 0.6952706047088867}",20,9,-127.45685188016407,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 3}",1
804,False,"{'a': 0.1, 'e': 0.6945515091247271}",30,1,-155.34548379408133,"{0: 19, 1: 0, 2: 7, 3: 0, 4: 3}",1
805,False,"{'a': 0.1, 'e': 0.6938317189891162}",25,0,-72.64303427892848,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
806,False,"{'a': 0.1, 'e': 0.6931112350218442}",25,3,-103.10162810383873,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
807,False,"{'a': 0.1, 'e': 0.6923900579433949}",25,0,-98.09027910974022,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
808,False,"{'a': 0.1, 'e': 0.6916681884749454}",25,0,-84.91232264507255,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
809,False,"{'a': 0.1, 'e': 0.690945627338365}",25,0,-130.3552411875458,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
810,False,"{'a': 0.1, 'e': 0.6902223752562149}",20,11,-34.69451818664523,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
811,False,"{'a': 0.1, 'e': 0.689498432951747}",20,0,-14.607642152023779,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
812,False,"{'a': 0.1, 'e': 0.6887738011489036}",25,17,-26.73493203368159,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
813,False,"{'a': 0.1, 'e': 0.6880484805723165}",25,0,-93.72019897682303,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
814,False,"{'a': 0.1, 'e': 0.6873224719473061}",25,17,-11.676410370668892,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.1, 'e': 0.6865957759998811}",20,0,-107.79115241880135,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
816,False,"{'a': 0.1, 'e': 0.6858683934567373}",25,15,-4.256998631807136,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.1, 'e': 0.6851403250452572}",20,12,-42.298295199952896,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
818,False,"{'a': 0.1, 'e': 0.6844115714935092}",20,9,-45.71663557424857,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
819,False,"{'a': 0.1, 'e': 0.6836821335302466}",20,14,10.108791239718549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.1, 'e': 0.6829520118849075}",20,12,0.4565199610179862,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.1, 'e': 0.6822212072876135}",20,8,-32.664544405644044,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.681489720469169}",30,0,-71.35985235816426,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
823,False,"{'a': 0.1, 'e': 0.6807575521610608}",25,2,-29.637820155382467,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 0}",1
824,False,"{'a': 0.1, 'e': 0.6800247030954573}",20,14,12.740857328514714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.1, 'e': 0.6792911740052072}",20,2,-98.83488709061464,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
826,False,"{'a': 0.1, 'e': 0.6785569656238398}",20,8,-4.057818679655169,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
827,False,"{'a': 0.1, 'e': 0.6778220786855633}",20,5,-20.976999824262275,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
828,False,"{'a': 0.1, 'e': 0.6770865139252646}",20,0,-110.7796534863606,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
829,False,"{'a': 0.1, 'e': 0.6763502720785084}",20,9,-13.271686528540437,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.1, 'e': 0.6756133538815365}",25,0,-134.0550562249042,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
831,False,"{'a': 0.1, 'e': 0.674875760071267}",25,0,-123.46055296657838,"{0: 17, 1: 5, 2: 0, 3: 0, 4: 3}",0
832,False,"{'a': 0.1, 'e': 0.6741374913852938}",20,0,-49.62398435076372,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
833,False,"{'a': 0.1, 'e': 0.6733985485618852}",20,8,2.211812603520835,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.1, 'e': 0.6726589323399843}",20,11,-81.9264862277744,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 1}",1
835,False,"{'a': 0.1, 'e': 0.671918643459207}",20,9,-9.014759326492728,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
836,False,"{'a': 0.1, 'e': 0.6711776826598423}",25,4,-17.825907829515767,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
837,False,"{'a': 0.1, 'e': 0.6704360506828508}",20,0,-158.17911236380738,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
838,False,"{'a': 0.1, 'e': 0.6696937482698646}",20,0,-126.02173442661409,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
839,False,"{'a': 0.1, 'e': 0.6689507761631859}",20,0,-121.46990612277727,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
840,False,"{'a': 0.1, 'e': 0.6682071351057867}",25,10,-23.489910329966367,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
841,False,"{'a': 0.1, 'e': 0.6674628258413081}",20,11,1.7964722591865812,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.1, 'e': 0.6667178491140593}",20,3,-145.39958725889932,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 3}",1
843,False,"{'a': 0.1, 'e': 0.665972205669017}",25,10,3.4355435816660016,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.1, 'e': 0.6652258962518245}",20,14,8.660893916334095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.1, 'e': 0.6644789216087912}",20,0,-47.90043287038286,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
846,False,"{'a': 0.1, 'e': 0.6637312824868916}",20,5,-34.858347069732154,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
847,False,"{'a': 0.1, 'e': 0.6629829796337648}",20,0,-54.01220877672878,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
848,False,"{'a': 0.1, 'e': 0.6622340137977137}",20,8,-10.083787395495726,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
849,False,"{'a': 0.1, 'e': 0.661484385727704}",25,15,-67.56765752849223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
850,False,"{'a': 0.1, 'e': 0.6607340961733636}",20,0,-81.04321640387224,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
851,False,"{'a': 0.1, 'e': 0.6599831458849822}",25,13,5.63006272455751,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.1, 'e': 0.6592315356135099}",25,16,-33.17673777647974,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
853,False,"{'a': 0.1, 'e': 0.6584792661105568}",25,17,1.5635124007401497,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.1, 'e': 0.6577263381283925}",20,13,-91.66868946575768,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 2}",1
855,False,"{'a': 0.1, 'e': 0.656972752419945}",25,0,-18.099469765707347,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
856,False,"{'a': 0.1, 'e': 0.6562185097387998}",25,1,-33.26979851647612,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
857,False,"{'a': 0.1, 'e': 0.6554636108391995}",20,0,-20.893689722668867,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
858,False,"{'a': 0.1, 'e': 0.6547080564760429}",25,12,-98.02230648642173,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
859,False,"{'a': 0.1, 'e': 0.6539518474048844}",25,8,-99.72764455432932,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 2}",1
860,False,"{'a': 0.1, 'e': 0.6531949843819331}",30,10,-111.62206510630793,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",1
861,False,"{'a': 0.1, 'e': 0.6524374681640519}",30,0,-143.75045228512568,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
862,False,"{'a': 0.1, 'e': 0.6516792995087568}",20,8,7.713263517285076,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.1, 'e': 0.6509204791742165}",25,0,-172.19832128705895,"{0: 11, 1: 2, 2: 9, 3: 2, 4: 1}",0
864,False,"{'a': 0.1, 'e': 0.6501610079192512}",20,0,-88.20444566665354,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
865,False,"{'a': 0.1, 'e': 0.6494008865033323}",25,0,-135.2452142675876,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
866,False,"{'a': 0.1, 'e': 0.648640115686581}",30,14,14.179049713581318,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.1, 'e': 0.647878696229768}",25,12,-15.337990527154698,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.1, 'e': 0.6471166288943128}",25,0,-113.24200805333116,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
869,False,"{'a': 0.1, 'e': 0.6463539144422825}",20,0,-53.26415601978194,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
870,False,"{'a': 0.1, 'e': 0.6455905536363918}",30,0,-152.71612990816854,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
871,False,"{'a': 0.1, 'e': 0.6448265472400012}",25,8,-1.788052346102569,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
872,False,"{'a': 0.1, 'e': 0.644061896017117}",25,8,-89.76302543539772,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
873,False,"{'a': 0.1, 'e': 0.6432966007323906}",20,7,10.167902777982496,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.1, 'e': 0.6425306621511171}",20,0,-27.090432362524897,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.1, 'e': 0.6417640810392349}",30,8,-75.39376739367655,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 2}",1
876,False,"{'a': 0.1, 'e': 0.6409968581633251}",20,0,-129.3062011187195,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
877,False,"{'a': 0.1, 'e': 0.6402289942906106}",20,10,-9.297279862535214,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
878,False,"{'a': 0.1, 'e': 0.6394604901889552}",30,20,-95.51598321497855,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 2}",1
879,False,"{'a': 0.1, 'e': 0.6386913466268629}",25,0,-73.54098945307676,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
880,False,"{'a': 0.1, 'e': 0.6379215643734771}",25,0,-81.22338864448886,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
881,False,"{'a': 0.1, 'e': 0.6371511441985802}",20,0,-130.04770187861186,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
882,False,"{'a': 0.1, 'e': 0.6363800868725922}",20,8,-23.532680433778097,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
883,False,"{'a': 0.1, 'e': 0.6356083931665703}",20,12,-69.14688642197689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
884,False,"{'a': 0.1, 'e': 0.6348360638522081}",30,17,-47.70735619915392,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
885,False,"{'a': 0.1, 'e': 0.6340630997018352}",20,6,-75.32933952933405,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
886,False,"{'a': 0.1, 'e': 0.6332895014884152}",20,0,-40.39633165623707,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
887,False,"{'a': 0.1, 'e': 0.6325152699855466}",25,0,-131.82008166604183,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",1
888,False,"{'a': 0.1, 'e': 0.6317404059674607}",25,8,-88.40182186782798,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
889,False,"{'a': 0.1, 'e': 0.6309649102090216}",30,19,-17.218404449345865,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.1, 'e': 0.6301887834857247}",20,0,-94.87413624797546,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
891,False,"{'a': 0.1, 'e': 0.6294120265736969}",30,13,-43.95232859564499,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
892,False,"{'a': 0.1, 'e': 0.628634640249695}",25,0,-45.16544317561279,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
893,False,"{'a': 0.1, 'e': 0.6278566252911051}",25,0,-89.84114095705395,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
894,False,"{'a': 0.1, 'e': 0.6270779824759424}",25,6,-91.26090075549082,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
895,False,"{'a': 0.1, 'e': 0.6262987125828494}",20,11,-5.532196571137183,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.1, 'e': 0.625518816391096}",25,11,-40.89911484911326,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
897,False,"{'a': 0.1, 'e': 0.6247382946805784}",20,0,-11.648387391462498,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
898,False,"{'a': 0.1, 'e': 0.6239571482318181}",20,0,-36.67022588895674,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
899,False,"{'a': 0.1, 'e': 0.6231753778259617}",25,7,-41.585450902825386,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
900,False,"{'a': 0.1, 'e': 0.6223929842447792}",20,0,-51.00356629344872,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
901,False,"{'a': 0.1, 'e': 0.6216099682706644}",20,10,-11.3309024301639,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
902,False,"{'a': 0.1, 'e': 0.6208263306866332}",20,9,-54.91035624829702,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
903,False,"{'a': 0.1, 'e': 0.620042072276323}",20,0,-147.7554662746767,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
904,False,"{'a': 0.1, 'e': 0.6192571938239922}",20,0,-175.00091968238888,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
905,False,"{'a': 0.1, 'e': 0.6184716961145192}",20,0,-57.2504770836658,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
906,False,"{'a': 0.1, 'e': 0.6176855799334016}",30,12,4.92476690805212,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
907,False,"{'a': 0.1, 'e': 0.6168988460667556}",20,12,1.4547466192465603,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.1, 'e': 0.6161114953013148}",25,0,-187.69600865587086,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
909,False,"{'a': 0.1, 'e': 0.6153235284244302}",20,0,-38.02735367884294,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
910,False,"{'a': 0.1, 'e': 0.6145349462240683}",30,0,-52.86044144856282,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
911,False,"{'a': 0.1, 'e': 0.6137457494888116}",20,0,-79.0039395213384,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
912,False,"{'a': 0.1, 'e': 0.6129559390078564}",25,2,-127.58991519207953,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 2}",1
913,False,"{'a': 0.1, 'e': 0.6121655155710133}",30,12,-83.13935921101785,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
914,False,"{'a': 0.1, 'e': 0.6113744799687056}",20,11,-93.25928555235527,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 2}",1
915,False,"{'a': 0.1, 'e': 0.6105828329919689}",20,1,-59.287054008427944,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
916,False,"{'a': 0.1, 'e': 0.6097905754324501}",20,0,-94.23617320819714,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
917,False,"{'a': 0.1, 'e': 0.6089977080824067}",20,10,-89.25543660869619,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
918,False,"{'a': 0.1, 'e': 0.608204231734706}",20,8,11.035871941369445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.1, 'e': 0.6074101471828242}",20,0,-91.76776276861511,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
